trait_family,trait_value,base_site,survey_start,site_start,X_start,Y_start,value_start,survey_end,site_end,X,Y,value_end,delta,direction,delta_sd,standardized_change,abs_standardized_change,winner_label,signed_winner_change
Foraging guild,Passerine seedeaters,CE32,CE32_1,CE32,517500.0498415911,6212499.709770298,0.0644445682652761,CE32_3,CE32,517500.0498415911,6212499.709770298,0.12214554420645622,0.05770097594118012,Increase,0.011614695957552051,4.96792823092903,4.96792823092903,Foraging guild: Passerine seedeaters,4.96792823092903
Migration,short-and long-distance,CE33,CE33_1,CE33,517500.0895961484,6217499.78371891,5.806129177392649e-4,CE33_3,CE33,517500.0895961484,6217499.78371891,0.011781322409081807,0.011200709491342543,Increase,0.005534462869832597,2.0238114799533085,2.0238114799533085,Migration: short-and long-distance,2.0238114799533085
Migration,short-and long-distance,CE34,CE34_1,CE34,517500.07173813885,6222499.7828447055,9.94118072730207e-4,CE34_3,CE34,517500.07173813885,6222499.7828447055,0.015271955237661878,0.01427783716493167,Increase,0.005534462869832597,2.5798053940803722,2.5798053940803722,Migration: short-and long-distance,2.5798053940803722
Foraging guild,Passerine seedeaters,CE35,CE35_1,CE35,517500.0583055991,6227499.707374013,0.08793864901097269,CE35_3,CE35,517500.0583055991,6227499.707374013,0.11754859896541757,0.02960994995444488,Increase,0.011614695957552051,2.5493521365225273,2.5493521365225273,Foraging guild: Passerine seedeaters,2.5493521365225273
Migration,short-and long-distance,CE37,CE37_1,CE37,517500.0419372872,6237499.777750103,5.33962771930083e-4,CE37_3,CE37,517500.0419372872,6237499.777750103,0.011656745022866895,0.011122782250936812,Increase,0.005534462869832597,2.0097311180033715,2.0097311180033715,Migration: short-and long-distance,2.0097311180033715
Migration,short-and long-distance,CE38,CE38_1,CE38,517500.03942366596,6242499.700944795,9.003061249315697e-4,CE38_3,CE38,517500.03942366596,6242499.700944795,0.011123799961503106,0.010223493836571536,Increase,0.005534462869832597,1.847242284756853,1.847242284756853,Migration: short-and long-distance,1.847242284756853
Foraging guild,Foliage gleaners,CE39,CE39_1,CE39,517500.0394573879,6247499.77205085,0.17913669227978937,CE39_3,CE39,517500.0394573879,6247499.77205085,0.13106935069286574,-0.048067341586923634,Decrease,0.023788136775533864,-2.020643400552538,2.020643400552538,Foraging guild: Foliage gleaners,-2.020643400552538
Thermal,Thermal group: warm,CE40,CE40_1,CE40,522500.0704425728,6202499.807062485,0.21815538845831148,CE40_3,CE40,522500.0704425728,6202499.807062485,0.2667947256924225,0.04863933723411104,Increase,0.017383027778384196,2.798093511338346,2.798093511338346,Thermal: Thermal group: warm,2.798093511338346
Thermal,Thermal group: warm,CE41,CE41_1,CE41,522500.0442081195,6207499.734739026,0.2154239929701598,CE41_3,CE41,522500.0442081195,6207499.734739026,0.2480498664731269,0.03262587350296711,Increase,0.017383027778384196,1.876880939207691,1.876880939207691,Thermal: Thermal group: warm,1.876880939207691
Foraging guild,Woodpeckers,CE42,CE42_1,CE42,522500.0678054823,6212499.810822077,0.05407262680506425,CE42_3,CE42,522500.0678054823,6212499.810822077,0.035898479253109364,-0.018174147551954886,Decrease,0.006230782012952926,-2.9168325122229235,2.9168325122229235,Foraging guild: Woodpeckers,-2.9168325122229235
Migration,short-and long-distance,CE44,CE44_1,CE44,522500.07970485423,6222499.739352608,0.0015931785006102497,CE44_3,CE44,522500.07970485423,6222499.739352608,0.013143594676855282,0.011550416176245032,Increase,0.005534462869832597,2.0869985846692294,2.0869985846692294,Migration: short-and long-distance,2.0869985846692294
Foraging guild,Passerine seedeaters,CE45,CE45_1,CE45,522500.06692997954,6227499.703048657,0.06955134911836071,CE45_3,CE45,522500.06692997954,6227499.703048657,0.10937094687803528,0.03981959775967457,Increase,0.011614695957552051,3.428380553843363,3.428380553843363,Foraging guild: Passerine seedeaters,3.428380553843363
Foraging guild,Rails,CE46,CE46_1,CE46,522500.041145187,6232499.703433006,0.04629344281121996,CE46_3,CE46,522500.041145187,6232499.703433006,0.022061477036023885,-0.02423196577519608,Decrease,0.009207482708653023,-2.631768806084569,2.631768806084569,Foraging guild: Rails,-2.631768806084569
Migration,short-and long-distance,CE47,CE47_1,CE47,522500.0640162797,6237499.74080711,8.075997685254758e-4,CE47_3,CE47,522500.0640162797,6237499.74080711,0.013421617950679098,0.012614018182153623,Increase,0.005534462869832597,2.2791765847613616,2.2791765847613616,Migration: short-and long-distance,2.2791765847613616
Migration,short-and long-distance,CE48,CE48_1,CE48,522500.0119734386,6242499.703193641,0.0020673287537666847,CE48_3,CE48,522500.0119734386,6242499.703193641,0.017480643577696225,0.01541331482392954,Increase,0.005534462869832597,2.7849703189707644,2.7849703189707644,Migration: short-and long-distance,2.7849703189707644
Migration,short-and long-distance,CE49,CE49_1,CE49,522500.0079419588,6247499.702520713,0.001102577954226639,CE49_3,CE49,522500.0079419588,6247499.702520713,0.015090519985509313,0.013987942031282674,Increase,0.005534462869832597,2.5274253997670733,2.5274253997670733,Migration: short-and long-distance,2.5274253997670733
Foraging guild,Passerine seedeaters,CE50,CE50_1,CE50,527500.0450754714,6202499.723619567,0.0727223433472749,CE50_3,CE50,527500.0450754714,6202499.723619567,0.114264429575055,0.041542086227780106,Increase,0.011614695957552051,3.5766830556394216,3.5766830556394216,Foraging guild: Passerine seedeaters,3.5766830556394216
Foraging guild,Marsh warblers,CE51,CE51_1,CE51,527500.0855328589,6207499.811552569,0.03188966449383942,CE51_3,CE51,527500.0855328589,6207499.811552569,0.012617097248599442,-0.01927256724523998,Decrease,0.01173011444912263,-1.6429990797473846,1.6429990797473846,Foraging guild: Marsh warblers,-1.6429990797473846
Foraging guild,Passerine seedeaters,CE52,CE52_1,CE52,527500.0988265752,6212499.713670329,0.0870995785433607,CE52_3,CE52,527500.0988265752,6212499.713670329,0.11481066756916622,0.02771108902580552,Increase,0.011614695957552051,2.3858643503954444,2.3858643503954444,Foraging guild: Passerine seedeaters,2.3858643503954444
Foraging guild,Passerine seedeaters,CE54,CE54_1,CE54,527500.1000764947,6222499.739837737,0.0888367989001925,CE54_3,CE54,527500.1000764947,6222499.739837737,0.11550634660608655,0.026669547705894053,Increase,0.011614695957552051,2.2961899134822477,2.2961899134822477,Foraging guild: Passerine seedeaters,2.2961899134822477
Foraging guild,Passerine seedeaters,CE55,CE55_1,CE55,527500.0880835521,6227499.752541096,0.08024468860338624,CE55_3,CE55,527500.0880835521,6227499.752541096,0.1110442385692936,0.030799549965907363,Increase,0.011614695957552051,2.6517741039859963,2.6517741039859963,Foraging guild: Passerine seedeaters,2.6517741039859963
Foraging guild,Rails,CE56,CE56_1,CE56,527500.0470532825,6232499.690624631,0.041803932853858895,CE56_3,CE56,527500.0470532825,6232499.690624631,0.016498694720410847,-0.02530523813344805,Decrease,0.009207482708653023,-2.748334038104318,2.748334038104318,Foraging guild: Rails,-2.748334038104318
Foraging guild,Owls,CE57,CE57_1,CE57,527500.0379328128,6237499.66576125,0.018757823859544574,CE57_3,CE57,527500.0379328128,6237499.66576125,0.01166115683510058,-0.007096667024443995,Decrease,0.005596576930679483,-1.2680370720075824,1.2680370720075824,Foraging guild: Owls,-1.2680370720075824
Migration,short-and long-distance,CE58,CE58_1,CE58,527499.9984027212,6242499.67752908,4.099893450559457e-4,CE58_3,CE58,527499.9984027212,6242499.67752908,0.011252675072324839,0.010842685727268894,Increase,0.005534462869832597,1.9591215954072987,1.9591215954072987,Migration: short-and long-distance,1.9591215954072987
Migration,short-and long-distance,CE59,CE59_1,CE59,527499.989976083,6247499.726301877,4.049819726040234e-4,CE59_3,CE59,527499.989976083,6247499.726301877,0.012837635878607818,0.012432653906003795,Increase,0.005534462869832597,2.2464065977878445,2.2464065977878445,Migration: short-and long-distance,2.2464065977878445
Migration,short-and long-distance,CE60,CE60_1,CE60,532500.0469924002,6202499.756178573,0.003633205890189628,CE60_3,CE60,532500.0469924002,6202499.756178573,0.015371521744794642,0.011738315854605014,Increase,0.005534462869832597,2.12094942737597,2.12094942737597,Migration: short-and long-distance,2.12094942737597
Migration,short-and long-distance,CE61,CE61_1,CE61,532500.0933404423,6207499.791210008,0.0023298880489345587,CE61_3,CE61,532500.0933404423,6207499.791210008,0.012763469469018875,0.010433581420084317,Increase,0.005534462869832597,1.8852021714620169,1.8852021714620169,Migration: short-and long-distance,1.8852021714620169
Thermal,Thermal group: very warm,CE62,CE62_1,CE62,532500.0953795096,6212499.751701555,0.08560779924475095,CE62_3,CE62,532500.0953795096,6212499.751701555,0.12986205458186859,0.04425425533711763,Increase,0.012229177474484862,3.6187434052249525,3.6187434052249525,Thermal: Thermal group: very warm,3.6187434052249525
Foraging guild,Passerine seedeaters,CE63,CE63_1,CE63,532500.0520095888,6217499.748924329,0.08213869031977604,CE63_3,CE63,532500.0520095888,6217499.748924329,0.11110752067127401,0.02896883035149797,Increase,0.011614695957552051,2.494153136454855,2.494153136454855,Foraging guild: Passerine seedeaters,2.494153136454855
Foraging guild,Passerine seedeaters,CE64,CE64_1,CE64,532500.088076029,6222499.6724942615,0.08657495856706854,CE64_3,CE64,532500.088076029,6222499.6724942615,0.10690867231337076,0.020333713746302218,Increase,0.011614695957552051,1.7506884227202633,1.7506884227202633,Foraging guild: Passerine seedeaters,1.7506884227202633
Foraging guild,Diurnal raptors,CE65,CE65_1,CE65,532500.0770745723,6227499.744045095,0.017601616853637175,CE65_3,CE65,532500.0770745723,6227499.744045095,0.04009579543830661,0.022494178584669434,Increase,0.010732638859737756,2.095866531860466,2.095866531860466,Foraging guild: Diurnal raptors,2.095866531860466
Foraging guild,Passerine seedeaters,CE66,CE66_1,CE66,532500.0204245233,6232499.74095347,0.08813950321422255,CE66_3,CE66,532500.0204245233,6232499.74095347,0.10723231557408336,0.01909281235986081,Increase,0.011614695957552051,1.6438495187165336,1.6438495187165336,Foraging guild: Passerine seedeaters,1.6438495187165336
Foraging guild,Passerine seedeaters,CE67,CE67_1,CE67,532500.0416984205,6237499.664132946,0.08138694875323647,CE67_3,CE67,532500.0416984205,6237499.664132946,0.10163290478315058,0.02024595602991411,Increase,0.011614695957552051,1.7431326746654854,1.7431326746654854,Foraging guild: Passerine seedeaters,1.7431326746654854
Foraging guild,Rails,CE68,CE68_1,CE68,532500.0148175734,6242499.735220286,0.03360831303620236,CE68_3,CE68,532500.0148175734,6242499.735220286,0.01564445299322221,-0.017963860042980152,Decrease,0.009207482708653023,-1.9510066552824528,1.9510066552824528,Foraging guild: Rails,-1.9510066552824528
Migration,short-and long-distance,CE69,CE69_1,CE69,532499.9412093535,6247499.731587012,8.547969057353804e-4,CE69_3,CE69,532499.9412093535,6247499.731587012,0.016186017470710707,0.015331220564975327,Increase,0.005534462869832597,2.7701370350758276,2.7701370350758276,Migration: short-and long-distance,2.7701370350758276
Migration,short-and long-distance,CE70,CE70_1,CE70,537500.0308170322,6202499.79289711,0.002492664485986089,CE70_3,CE70,537500.0308170322,6202499.79289711,0.013191658152262684,0.010698993666276595,Increase,0.005534462869832597,1.9331584505869512,1.9331584505869512,Migration: short-and long-distance,1.9331584505869512
Migration,long-distance,CE71,CE71_1,CE71,537500.0835327087,6207499.784787841,0.2585796918224596,CE71_3,CE71,537500.0835327087,6207499.784787841,0.20839008556396432,-0.05018960625849528,Decrease,0.028920469123825114,-1.7354354123235274,1.7354354123235274,Migration: long-distance,-1.7354354123235274
Foraging guild,Passerine seedeaters,CE72,CE72_1,CE72,537500.0755039781,6212499.702100726,0.08707212493261351,CE72_3,CE72,537500.0755039781,6212499.702100726,0.10634350623461704,0.019271381302003524,Increase,0.011614695957552051,1.6592239153253925,1.6592239153253925,Foraging guild: Passerine seedeaters,1.6592239153253925
Foraging guild,Passerine seedeaters,CE74,CE74_1,CE74,537500.0596364432,6222499.648403606,0.07628501847040105,CE74_3,CE74,537500.0596364432,6222499.648403606,0.10869392477807459,0.03240890630767354,Increase,0.011614695957552051,2.7903361763508565,2.7903361763508565,Foraging guild: Passerine seedeaters,2.7903361763508565
Migration,short-and long-distance,CE75,CE75_1,CE75,537500.0508192427,6227499.677344484,0.0020017871083765266,CE75_3,CE75,537500.0508192427,6227499.677344484,0.015420308899486639,0.013418521791110112,Increase,0.005534462869832597,2.424539129940172,2.424539129940172,Migration: short-and long-distance,2.424539129940172
Foraging guild,Rails,CE76,CE76_1,CE76,537500.0417347807,6232499.63214553,0.043098311977183584,CE76_3,CE76,537500.0417347807,6232499.63214553,0.020562385762415408,-0.022535926214768177,Decrease,0.009207482708653023,-2.44756649866845,2.44756649866845,Foraging guild: Rails,-2.44756649866845
Foraging guild,Rails,CE77,CE77_1,CE77,537500.0299457153,6237499.735380851,0.03210763292407767,CE77_3,CE77,537500.0299457153,6237499.735380851,0.017446645839569664,-0.014660987084508009,Decrease,0.009207482708653023,-1.5922904824713797,1.5922904824713797,Foraging guild: Rails,-1.5922904824713797
Migration,short-and long-distance,CE78,CE78_1,CE78,537499.9560459278,6242499.652580182,0.0024260733221144913,CE78_3,CE78,537499.9560459278,6242499.652580182,0.010863447572798815,0.008437374250684325,Increase,0.005534462869832597,1.5245154677385222,1.5245154677385222,Migration: short-and long-distance,1.5245154677385222
Migration,short-and long-distance,CE79,CE79_1,CE79,537499.9403775054,6247499.718706845,0.0015433007579909392,CE79_3,CE79,537499.9403775054,6247499.718706845,0.011735183090305605,0.010191882332314665,Increase,0.005534462869832597,1.8415305282593653,1.8415305282593653,Migration: short-and long-distance,1.8415305282593653
Migration,short-and long-distance,CE80,CE80_1,CE80,542500.0765360219,6202499.722907818,0.0016957030415392384,CE80_3,CE80,542500.0765360219,6202499.722907818,0.01550487667092501,0.013809173629385772,Increase,0.005534462869832597,2.4951244509484733,2.4951244509484733,Migration: short-and long-distance,2.4951244509484733
Migration,short-and long-distance,CE81,CE81_1,CE81,542500.0725898192,6207499.792100813,0.002306117908769489,CE81_3,CE81,542500.0725898192,6207499.792100813,0.013913671473465708,0.01160755356469622,Increase,0.005534462869832597,2.097322511271508,2.097322511271508,Migration: short-and long-distance,2.097322511271508
Migration,short-and long-distance,CE82,CE82_1,CE82,542500.0549823554,6212499.675981395,0.002649699229993172,CE82_3,CE82,542500.0549823554,6212499.675981395,0.01566165407649164,0.013011954846498468,Increase,0.005534462869832597,2.3510781719079534,2.3510781719079534,Migration: short-and long-distance,2.3510781719079534
Foraging guild,Passerine seedeaters,CE83,CE83_1,CE83,542500.0821386847,6217499.709024412,0.08350886463172502,CE83_3,CE83,542500.0821386847,6217499.709024412,0.11263401388461486,0.029125149252889837,Increase,0.011614695957552051,2.5076118530638096,2.5076118530638096,Foraging guild: Passerine seedeaters,2.5076118530638096
Foraging guild,Passerine seedeaters,CE84,CE84_1,CE84,542500.0312720044,6222499.667383468,0.08355907528719642,CE84_3,CE84,542500.0312720044,6222499.667383468,0.10444724813648387,0.020888172849287456,Increase,0.011614695957552051,1.798426142675362,1.798426142675362,Foraging guild: Passerine seedeaters,1.798426142675362
Migration,short-and long-distance,CE85,CE85_1,CE85,542500.0251304065,6227499.663558211,0.0019258436542007541,CE85_3,CE85,542500.0251304065,6227499.663558211,0.01640702926855689,0.014481185614356134,Increase,0.005534462869832597,2.6165476135526324,2.6165476135526324,Migration: short-and long-distance,2.6165476135526324
Migration,short-and long-distance,CE86,CE86_1,CE86,542500.0010096645,6232499.696908841,0.0020396898357712733,CE86_3,CE86,542500.0010096645,6232499.696908841,0.01547704626822368,0.013437356432452408,Increase,0.005534462869832597,2.427942286088343,2.427942286088343,Migration: short-and long-distance,2.427942286088343
Migration,long-distance,CE87,CE87_1,CE87,542499.9595191028,6237499.656109798,0.26417787237428614,CE87_3,CE87,542499.9595191028,6237499.656109798,0.21267727922905208,-0.05150059314523406,Decrease,0.028920469123825114,-1.7807661737688445,1.7807661737688445,Migration: long-distance,-1.7807661737688445
