"site","start_occurrence","end_occurrence","species","species_label","comparison","change_class"
"BE33",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE34",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE35",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE36",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE37",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE38",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE39",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE40",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE41",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE42",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE43",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE44",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE45",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE46",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE47",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE48",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE49",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE50",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE51",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE52",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE53",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE54",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE55",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE56",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE57",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE58",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE59",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE60",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE61",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE62",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE63",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE64",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE65",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE66",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE67",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE68",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE69",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE70",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE71",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE72",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE73",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE74",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE75",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE76",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE77",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE78",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE79",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE80",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE81",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE82",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE83",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE84",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE85",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE86",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE87",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE88",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE89",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE90",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE97",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE98",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BE99",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF00",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF01",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF02",1,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Loss"
"BF03",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF04",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF05",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF06",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF07",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF08",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF10",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF11",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF12",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF13",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF14",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF15",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF16",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF17",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF18",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF20",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF21",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF22",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF23",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF24",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF25",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF26",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF27",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF28",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF29",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF30",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF31",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF32",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF33",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF34",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF35",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF36",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF37",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF38",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF39",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF40",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF41",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF42",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF43",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF44",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF45",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF46",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF47",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF48",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF49",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF50",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF51",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF52",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF53",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF54",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF55",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF56",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF57",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF58",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF59",1,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Loss"
"BF60",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF61",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF62",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF63",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF64",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF65",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF66",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF67",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF68",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF69",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF70",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF71",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF72",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF73",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF74",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF75",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF76",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF77",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF78",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF79",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF80",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF81",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF82",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF83",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF84",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF85",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF86",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF87",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF88",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF89",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF90",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF97",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF98",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BF99",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG09",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG19",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG26",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG27",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG28",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG29",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG30",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG31",1,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Loss"
"BG32",1,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Loss"
"BG33",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG36",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG37",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG38",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG39",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG40",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG41",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG42",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG43",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG45",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG48",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG49",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG50",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG51",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG52",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG53",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG54",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG55",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG56",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG57",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG58",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG59",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG60",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG61",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG62",1,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Loss"
"BG63",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG64",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG65",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG66",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG67",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG68",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG69",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG70",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG71",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG72",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG73",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG74",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG75",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG76",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG77",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG78",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG79",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG80",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG81",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG82",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG83",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG84",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG85",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG86",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG87",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG88",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG89",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG90",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG91",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG92",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG93",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG94",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG95",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG96",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG97",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG98",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BG99",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BH49",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BH57",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BH58",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
"BH59",0,0,"Circus_cyaneus","Hen Harrier
Circus cyaneus","1990s to 2010s","Absent both"
