atlas,permutation,variable_raw,variable,null_r2t_beta
1970s,651,perc_urban,Urban,0.009009705285417223
1970s,651,perc_cropland,Cropland,0.004348396611772996
1970s,651,perc_pasture,Pasture,0.006088840133941491
1970s,651,perc_forest,Forest,0.004772785978038364
1970s,651,perc_grass_shrub,Grass/shrubland,0.006664128250146328
1970s,652,tmean_breeding,Temperature,0.006365382824156003
1970s,652,prec_breeding,Precipitation,0.005168043178693277
1970s,652,hh,Land-use heterogeneity,0.006327268397660664
1970s,652,perc_urban,Urban,0.003439340204705006
1970s,652,perc_cropland,Cropland,0.010060195130486395
1970s,652,perc_pasture,Pasture,0.0036060631778711636
1970s,652,perc_forest,Forest,0.010174031078308261
1970s,652,perc_grass_shrub,Grass/shrubland,0.00779897405250051
1970s,653,tmean_breeding,Temperature,0.004185229585878906
1970s,653,prec_breeding,Precipitation,0.00604048154334563
1970s,653,hh,Land-use heterogeneity,0.004202198211283912
1970s,653,perc_urban,Urban,0.007618511145608826
1970s,653,perc_cropland,Cropland,0.0039912568947834855
1970s,653,perc_pasture,Pasture,0.00604662554307247
1970s,653,perc_forest,Forest,0.007081446811377607
1970s,653,perc_grass_shrub,Grass/shrubland,0.0044646343296408176
1970s,654,tmean_breeding,Temperature,0.005791928945177302
1970s,654,prec_breeding,Precipitation,0.004780714578799683
1970s,654,hh,Land-use heterogeneity,0.0038973340918986485
1970s,654,perc_urban,Urban,0.004954883237369469
1970s,654,perc_cropland,Cropland,0.00460777848919444
1970s,654,perc_pasture,Pasture,0.004518134017968483
1970s,654,perc_forest,Forest,0.00514554535969474
1970s,654,perc_grass_shrub,Grass/shrubland,0.003428478358133714
1970s,655,tmean_breeding,Temperature,0.005739707922823563
1970s,655,prec_breeding,Precipitation,0.0060751769938409686
1970s,655,hh,Land-use heterogeneity,0.016475791424163597
1970s,655,perc_urban,Urban,0.006736989179123417
1970s,655,perc_cropland,Cropland,0.004768082174895836
1970s,655,perc_pasture,Pasture,0.005126692732208325
1970s,655,perc_forest,Forest,0.003340619311121976
1970s,655,perc_grass_shrub,Grass/shrubland,0.007148892338327684
1970s,656,tmean_breeding,Temperature,0.005205316814125565
1970s,656,prec_breeding,Precipitation,0.004701209475265508
1970s,656,hh,Land-use heterogeneity,0.005220722722794627
1970s,656,perc_urban,Urban,0.003724726282267135
1970s,656,perc_cropland,Cropland,0.0043865295150642795
1970s,656,perc_pasture,Pasture,0.00902796566173934
1970s,656,perc_forest,Forest,0.0049506698118617154
1970s,656,perc_grass_shrub,Grass/shrubland,0.005978176964920007
1970s,657,tmean_breeding,Temperature,0.009480320835485754
1970s,657,prec_breeding,Precipitation,0.010166228089602802
1970s,657,hh,Land-use heterogeneity,0.005011047670309718
1970s,657,perc_urban,Urban,0.004315131936338378
1970s,657,perc_cropland,Cropland,0.005817584246191357
1970s,657,perc_pasture,Pasture,0.00457387910419324
1970s,657,perc_forest,Forest,0.006199191892293018
1970s,657,perc_grass_shrub,Grass/shrubland,0.005101487773584992
1970s,658,tmean_breeding,Temperature,0.007393028770368929
1970s,658,prec_breeding,Precipitation,0.010090631659468321
1970s,658,hh,Land-use heterogeneity,0.005812635830011769
1970s,658,perc_urban,Urban,0.003279681370264794
1970s,658,perc_cropland,Cropland,0.005451540680230896
1970s,658,perc_pasture,Pasture,0.006511225043243951
1970s,658,perc_forest,Forest,0.009233010021525082
1970s,658,perc_grass_shrub,Grass/shrubland,0.00841199252429202
1970s,659,tmean_breeding,Temperature,0.00319157590606021
1970s,659,prec_breeding,Precipitation,0.013923293230710277
1970s,659,hh,Land-use heterogeneity,0.012425985250209564
1970s,659,perc_urban,Urban,0.007778226030303999
1970s,659,perc_cropland,Cropland,0.007764121921848329
1970s,659,perc_pasture,Pasture,0.006044908220376602
1970s,659,perc_forest,Forest,0.004652895540946596
1970s,659,perc_grass_shrub,Grass/shrubland,0.005969746915997372
1970s,660,tmean_breeding,Temperature,0.0040381248166121006
1970s,660,prec_breeding,Precipitation,0.008865065366130928
1970s,660,hh,Land-use heterogeneity,0.00823944216143626
1970s,660,perc_urban,Urban,0.007719033536622371
1970s,660,perc_cropland,Cropland,0.007520341376676125
1970s,660,perc_pasture,Pasture,0.005944582546000808
1970s,660,perc_forest,Forest,0.005752578813188802
1970s,660,perc_grass_shrub,Grass/shrubland,0.007961937340471854
1970s,661,tmean_breeding,Temperature,0.00401245558041282
1970s,661,prec_breeding,Precipitation,0.01379653413219121
1970s,661,hh,Land-use heterogeneity,0.007657782686939317
1970s,661,perc_urban,Urban,0.011341976217917897
1970s,661,perc_cropland,Cropland,0.0063815732039231
1970s,661,perc_pasture,Pasture,0.005661250150197208
1970s,661,perc_forest,Forest,0.004766319708096428
1970s,661,perc_grass_shrub,Grass/shrubland,0.006307498101328487
1970s,662,tmean_breeding,Temperature,0.0033698845200857814
1970s,662,prec_breeding,Precipitation,0.006826926965604167
1970s,662,hh,Land-use heterogeneity,0.011985034305429468
1970s,662,perc_urban,Urban,0.010881554020015307
1970s,662,perc_cropland,Cropland,0.0053377021570939764
1970s,662,perc_pasture,Pasture,0.009461819107604628
1970s,662,perc_forest,Forest,0.005465521151993413
1970s,662,perc_grass_shrub,Grass/shrubland,0.0051469288670143365
1970s,663,tmean_breeding,Temperature,0.005545027445847956
1970s,663,prec_breeding,Precipitation,0.010730443624049428
1970s,663,hh,Land-use heterogeneity,0.005493221808768381
1970s,663,perc_urban,Urban,0.002689365412769262
1970s,663,perc_cropland,Cropland,0.0087722052675496
1970s,663,perc_pasture,Pasture,0.00903320742934052
1970s,663,perc_forest,Forest,0.01128816597806656
1970s,663,perc_grass_shrub,Grass/shrubland,0.005970182800355621
1970s,664,tmean_breeding,Temperature,0.006499756842324129
1970s,664,prec_breeding,Precipitation,0.005421486616899266
1970s,664,hh,Land-use heterogeneity,0.005691024381806498
1970s,664,perc_urban,Urban,0.005874026845993327
1970s,664,perc_cropland,Cropland,0.003992766095266342
1970s,664,perc_pasture,Pasture,0.005287777386988135
1970s,664,perc_forest,Forest,0.004617767942601772
1970s,664,perc_grass_shrub,Grass/shrubland,0.004911136476654052
1970s,665,tmean_breeding,Temperature,0.003875642877094512
1970s,665,prec_breeding,Precipitation,0.005963510309617483
1970s,665,hh,Land-use heterogeneity,0.005396846419859557
1970s,665,perc_urban,Urban,0.005309917604183545
1970s,665,perc_cropland,Cropland,0.009278723216887334
1970s,665,perc_pasture,Pasture,0.006285973111963019
1970s,665,perc_forest,Forest,0.0037046157817935267
1970s,665,perc_grass_shrub,Grass/shrubland,0.006213238491414138
1970s,666,tmean_breeding,Temperature,0.003034188375556615
1970s,666,prec_breeding,Precipitation,0.005233164030383909
1970s,666,hh,Land-use heterogeneity,0.005587220169770945
1970s,666,perc_urban,Urban,0.0025078960387410316
1970s,666,perc_cropland,Cropland,0.003996320587208488
1970s,666,perc_pasture,Pasture,0.005999384304663025
1970s,666,perc_forest,Forest,0.0025404082823035717
1970s,666,perc_grass_shrub,Grass/shrubland,0.0061595154061429205
1970s,667,tmean_breeding,Temperature,0.004251416367884192
1970s,667,prec_breeding,Precipitation,0.004601153020385837
1970s,667,hh,Land-use heterogeneity,0.00849312562941431
1970s,667,perc_urban,Urban,0.005181024807800781
1970s,667,perc_cropland,Cropland,0.00741673203413456
1970s,667,perc_pasture,Pasture,0.005312722880922541
1970s,667,perc_forest,Forest,0.0085627643427214
1970s,667,perc_grass_shrub,Grass/shrubland,0.006924632565903082
1970s,668,tmean_breeding,Temperature,0.007236702852814523
1970s,668,prec_breeding,Precipitation,0.0057542671751336484
1970s,668,hh,Land-use heterogeneity,0.00873855262716072
1970s,668,perc_urban,Urban,0.006147954896335336
1970s,668,perc_cropland,Cropland,0.007468744008457299
1970s,668,perc_pasture,Pasture,0.0050263810526329595
1970s,668,perc_forest,Forest,0.005961899833360131
1970s,668,perc_grass_shrub,Grass/shrubland,0.0050593271137835865
1970s,669,tmean_breeding,Temperature,0.004817611041545624
1970s,669,prec_breeding,Precipitation,0.005220040453246407
1970s,669,hh,Land-use heterogeneity,0.00725230036667351
1970s,669,perc_urban,Urban,0.0032056773836707307
1970s,669,perc_cropland,Cropland,0.003665649252188755
1970s,669,perc_pasture,Pasture,0.01174157374546226
1970s,669,perc_forest,Forest,0.003934624809071523
1970s,669,perc_grass_shrub,Grass/shrubland,0.006016957884971122
1970s,670,tmean_breeding,Temperature,0.00318852640780204
1970s,670,prec_breeding,Precipitation,0.0055887042173443
1970s,670,hh,Land-use heterogeneity,0.00732611289185888
1970s,670,perc_urban,Urban,0.004183214666833299
1970s,670,perc_cropland,Cropland,0.0036943258699141017
1970s,670,perc_pasture,Pasture,0.0072918835485879145
1970s,670,perc_forest,Forest,0.003441929828143817
1970s,670,perc_grass_shrub,Grass/shrubland,0.00826061720892479
1970s,671,tmean_breeding,Temperature,0.0031308220141554187
1970s,671,prec_breeding,Precipitation,0.004866324886278867
1970s,671,hh,Land-use heterogeneity,0.004773969748767039
1970s,671,perc_urban,Urban,0.003863269652784629
1970s,671,perc_cropland,Cropland,0.010058115735242169
1970s,671,perc_pasture,Pasture,0.00576322037367159
1970s,671,perc_forest,Forest,0.0042990198097637815
1970s,671,perc_grass_shrub,Grass/shrubland,0.0055704919952913705
1970s,672,tmean_breeding,Temperature,0.005131854906194832
1970s,672,prec_breeding,Precipitation,0.004724565350559748
1970s,672,hh,Land-use heterogeneity,0.007559983106478714
1970s,672,perc_urban,Urban,0.0035681183594439845
1970s,672,perc_cropland,Cropland,0.008854599939237439
1970s,672,perc_pasture,Pasture,0.005909339379743513
1970s,672,perc_forest,Forest,0.009314892725685373
1970s,672,perc_grass_shrub,Grass/shrubland,0.005874437036790127
1970s,673,tmean_breeding,Temperature,0.005785561528797469
1970s,673,prec_breeding,Precipitation,0.008046066147563763
1970s,673,hh,Land-use heterogeneity,0.0054119729266332755
1970s,673,perc_urban,Urban,0.004784115512293246
1970s,673,perc_cropland,Cropland,0.00677529491928843
1970s,673,perc_pasture,Pasture,0.004417034979267566
1970s,673,perc_forest,Forest,0.009673361326986917
1970s,673,perc_grass_shrub,Grass/shrubland,0.006369120496823039
1970s,674,tmean_breeding,Temperature,0.007603008942440584
1970s,674,prec_breeding,Precipitation,0.005898074414264956
1970s,674,hh,Land-use heterogeneity,0.005103312262686653
1970s,674,perc_urban,Urban,0.006560926251294688
1970s,674,perc_cropland,Cropland,0.004342921440315225
1970s,674,perc_pasture,Pasture,0.005323254986055658
1970s,674,perc_forest,Forest,0.004060350430571522
1970s,674,perc_grass_shrub,Grass/shrubland,0.006252432464414305
1970s,675,tmean_breeding,Temperature,0.013955280445639238
1970s,675,prec_breeding,Precipitation,0.004796542445891974
1970s,675,hh,Land-use heterogeneity,0.005130694117396486
1970s,675,perc_urban,Urban,0.006129293194551281
1970s,675,perc_cropland,Cropland,0.004547732051184495
1970s,675,perc_pasture,Pasture,0.004253090026923368
1970s,675,perc_forest,Forest,0.00456252944969932
1970s,675,perc_grass_shrub,Grass/shrubland,0.004949020720798177
1970s,676,tmean_breeding,Temperature,0.0035522300503043813
1970s,676,prec_breeding,Precipitation,0.00633695339631021
1970s,676,hh,Land-use heterogeneity,0.004956927434337287
1970s,676,perc_urban,Urban,0.004247827936613209
1970s,676,perc_cropland,Cropland,0.004706676463311999
1970s,676,perc_pasture,Pasture,0.005520412367166088
1970s,676,perc_forest,Forest,0.005437953544740336
1970s,676,perc_grass_shrub,Grass/shrubland,0.006871576314445129
1970s,677,tmean_breeding,Temperature,0.005310614151451913
1970s,677,prec_breeding,Precipitation,0.0040911852785772895
1970s,677,hh,Land-use heterogeneity,0.005243484311395013
1970s,677,perc_urban,Urban,0.004201583354017636
1970s,677,perc_cropland,Cropland,0.0038997874736905903
1970s,677,perc_pasture,Pasture,0.005475945979504077
1970s,677,perc_forest,Forest,0.004041482032803012
1970s,677,perc_grass_shrub,Grass/shrubland,0.0068962761781396625
1970s,678,tmean_breeding,Temperature,0.0050078626559014044
1970s,678,prec_breeding,Precipitation,0.008968947135067977
1970s,678,hh,Land-use heterogeneity,0.004363023606806007
1970s,678,perc_urban,Urban,0.005695257517180479
1970s,678,perc_cropland,Cropland,0.003386924217606462
1970s,678,perc_pasture,Pasture,0.006487903133521965
1970s,678,perc_forest,Forest,0.00729672443539017
1970s,678,perc_grass_shrub,Grass/shrubland,0.004313741632003008
1970s,679,tmean_breeding,Temperature,0.0046304530134006
1970s,679,prec_breeding,Precipitation,0.006445101148125887
1970s,679,hh,Land-use heterogeneity,0.004832027430275824
1970s,679,perc_urban,Urban,0.007053698681602775
1970s,679,perc_cropland,Cropland,0.0038339378352870647
1970s,679,perc_pasture,Pasture,0.004676461010170418
1970s,679,perc_forest,Forest,0.003082300387022165
1970s,679,perc_grass_shrub,Grass/shrubland,0.004383900876254438
1970s,680,tmean_breeding,Temperature,0.0076303635445463674
1970s,680,prec_breeding,Precipitation,0.005020398740592302
1970s,680,hh,Land-use heterogeneity,0.005568937136565598
1970s,680,perc_urban,Urban,0.008052520956781634
1970s,680,perc_cropland,Cropland,0.006804410066361385
1970s,680,perc_pasture,Pasture,0.004982882768100814
1970s,680,perc_forest,Forest,0.0035943892469279108
1970s,680,perc_grass_shrub,Grass/shrubland,0.006901182587005992
1970s,681,tmean_breeding,Temperature,0.008080304197494942
1970s,681,prec_breeding,Precipitation,0.005296212054932828
1970s,681,hh,Land-use heterogeneity,0.004624851615429882
1970s,681,perc_urban,Urban,0.004292180702756224
1970s,681,perc_cropland,Cropland,0.006601388569782975
1970s,681,perc_pasture,Pasture,0.00828740068219938
1970s,681,perc_forest,Forest,0.016767631853400383
1970s,681,perc_grass_shrub,Grass/shrubland,0.006293942645096734
1970s,682,tmean_breeding,Temperature,0.003493774154750948
1970s,682,prec_breeding,Precipitation,0.00651054285147234
1970s,682,hh,Land-use heterogeneity,0.005355984656635283
1970s,682,perc_urban,Urban,0.013516096892516339
1970s,682,perc_cropland,Cropland,0.014894146758630631
1970s,682,perc_pasture,Pasture,0.005591484301137207
1970s,682,perc_forest,Forest,0.006020031525408035
1970s,682,perc_grass_shrub,Grass/shrubland,0.004984125265206588
1970s,683,tmean_breeding,Temperature,0.007872309610340755
1970s,683,prec_breeding,Precipitation,0.007761686531862644
1970s,683,hh,Land-use heterogeneity,0.0067857084939500064
1970s,683,perc_urban,Urban,0.004845600085954268
1970s,683,perc_cropland,Cropland,0.005745356084627006
1970s,683,perc_pasture,Pasture,0.008759969877951319
1970s,683,perc_forest,Forest,0.008383027270387157
1970s,683,perc_grass_shrub,Grass/shrubland,0.00805780677335207
1970s,684,tmean_breeding,Temperature,0.004161882615515667
1970s,684,prec_breeding,Precipitation,0.0030426233457471526
1970s,684,hh,Land-use heterogeneity,0.005909873854443071
1970s,684,perc_urban,Urban,0.0094232900972327
1970s,684,perc_cropland,Cropland,0.003326749404839443
1970s,684,perc_pasture,Pasture,0.004876890998079018
1970s,684,perc_forest,Forest,0.002715715753603875
1970s,684,perc_grass_shrub,Grass/shrubland,0.004289074534575992
1970s,685,tmean_breeding,Temperature,0.005618676056151402
1970s,685,prec_breeding,Precipitation,0.012788903511549054
1970s,685,hh,Land-use heterogeneity,0.01170647794886014
1970s,685,perc_urban,Urban,0.015861393171333383
1970s,685,perc_cropland,Cropland,0.011881920719380911
1970s,685,perc_pasture,Pasture,0.005281186624829905
1970s,685,perc_forest,Forest,0.013423528813830774
1970s,685,perc_grass_shrub,Grass/shrubland,0.005282573461599699
1970s,686,tmean_breeding,Temperature,0.0030971197938648013
1970s,686,prec_breeding,Precipitation,0.006047851826762745
1970s,686,hh,Land-use heterogeneity,0.005157312138502471
1970s,686,perc_urban,Urban,0.004366451320180456
1970s,686,perc_cropland,Cropland,0.004382356546560128
1970s,686,perc_pasture,Pasture,0.006425102406344105
1970s,686,perc_forest,Forest,0.00713707479400293
1970s,686,perc_grass_shrub,Grass/shrubland,0.008725582969391906
1970s,687,tmean_breeding,Temperature,0.004567359547037723
1970s,687,prec_breeding,Precipitation,0.0063816287676195
1970s,687,hh,Land-use heterogeneity,0.00471101997898204
1970s,687,perc_urban,Urban,0.005337168781569036
1970s,687,perc_cropland,Cropland,0.00681754838527349
1970s,687,perc_pasture,Pasture,0.01181765623902338
1970s,687,perc_forest,Forest,0.00499607954083355
1970s,687,perc_grass_shrub,Grass/shrubland,0.010300573665572117
1970s,688,tmean_breeding,Temperature,0.00887692243933755
1970s,688,prec_breeding,Precipitation,0.005949615916856086
1970s,688,hh,Land-use heterogeneity,0.005288502976293179
1970s,688,perc_urban,Urban,0.004253775392381031
1970s,688,perc_cropland,Cropland,0.0034444162592849083
1970s,688,perc_pasture,Pasture,0.0053798333970927195
1970s,688,perc_forest,Forest,0.004378112760677434
1970s,688,perc_grass_shrub,Grass/shrubland,0.003856047988682364
1970s,689,tmean_breeding,Temperature,0.007481094600639736
1970s,689,prec_breeding,Precipitation,0.00612379359820956
1970s,689,hh,Land-use heterogeneity,0.007630533306553962
1970s,689,perc_urban,Urban,0.012878079342450837
1970s,689,perc_cropland,Cropland,0.0030413890834751537
1970s,689,perc_pasture,Pasture,0.00516565893268143
1970s,689,perc_forest,Forest,0.0033964267651134935
1970s,689,perc_grass_shrub,Grass/shrubland,0.004853482678210783
1970s,690,tmean_breeding,Temperature,0.005681873676237448
1970s,690,prec_breeding,Precipitation,0.004744690898998694
1970s,690,hh,Land-use heterogeneity,0.005734677651017428
1970s,690,perc_urban,Urban,0.00338479005783208
1970s,690,perc_cropland,Cropland,0.002594469307241855
1970s,690,perc_pasture,Pasture,0.00438236442701092
1970s,690,perc_forest,Forest,0.0023604930818660716
1970s,690,perc_grass_shrub,Grass/shrubland,0.005663834760267988
