atlas,draw,variable_raw,variable,trait_family,full_r2t_beta,drop_r2t_beta,contribution
1970s,247,prec_breeding,Precipitation,Species thermal index,0.06878891120720287,0.06037024494150387,0.008418666265699003
1970s,247,prec_breeding,Precipitation,Migratory strategy,0.06878891120720287,0.06937827008503844,-5.893588778355663e-4
1970s,247,prec_breeding,Precipitation,Foraging guild,0.06878891120720287,0.016630553460622147,0.05215835774658073
1970s,247,hh,Land-use heterogeneity,Species thermal index,0.23988809970650934,0.204212137345836,0.03567596236067336
1970s,247,hh,Land-use heterogeneity,Migratory strategy,0.23988809970650934,0.24836051827987374,-0.008472418573364393
1970s,247,hh,Land-use heterogeneity,Foraging guild,0.23988809970650934,0.019919581769636506,0.21996851793687283
1970s,247,perc_urban,Urban,Species thermal index,0.40543362450105686,0.30684137714808596,0.0985922473529709
1970s,247,perc_urban,Urban,Migratory strategy,0.40543362450105686,0.33124640615594536,0.0741872183451115
1970s,247,perc_urban,Urban,Foraging guild,0.40543362450105686,0.2865486953882903,0.11888492911276655
1970s,247,perc_cropland,Cropland,Species thermal index,0.30372973299074063,0.2483046854948975,0.05542504749584312
1970s,247,perc_cropland,Cropland,Migratory strategy,0.30372973299074063,0.25410457362763,0.04962515936311063
1970s,247,perc_cropland,Cropland,Foraging guild,0.30372973299074063,0.1695626735004736,0.13416705949026703
1970s,247,perc_pasture,Pasture,Species thermal index,0.21500879004335913,0.2223520047097002,-0.00734321466634108
1970s,247,perc_pasture,Pasture,Migratory strategy,0.21500879004335913,0.18407188021514997,0.030936909828209153
1970s,247,perc_pasture,Pasture,Foraging guild,0.21500879004335913,4.0166824789456007e-4,0.21460712179546457
1970s,247,perc_forest,Forest,Species thermal index,0.3621472867990048,0.34502405254901175,0.01712323424999307
1970s,247,perc_forest,Forest,Migratory strategy,0.3621472867990048,0.3290635918326149,0.03308369496638991
1970s,247,perc_forest,Forest,Foraging guild,0.3621472867990048,0.08701285399380061,0.2751344328052042
1970s,247,perc_grass_shrub,Grass/shrubland,Species thermal index,0.1827022855095446,0.17778286505909305,0.004919420450451545
1970s,247,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.1827022855095446,0.14863086328533576,0.034071422224208836
1970s,247,perc_grass_shrub,Grass/shrubland,Foraging guild,0.1827022855095446,0.058611675674221514,0.12409060983532308
1970s,248,tmean_breeding,Temperature,Species thermal index,0.18408076911957327,0.18449005241171532,-4.0928329214204306e-4
1970s,248,tmean_breeding,Temperature,Migratory strategy,0.18408076911957327,0.16468765948688757,0.0193931096326857
1970s,248,tmean_breeding,Temperature,Foraging guild,0.18408076911957327,0.006937892135148501,0.17714287698442477
1970s,248,prec_breeding,Precipitation,Species thermal index,0.12132902090488709,0.15028580541502654,-0.028956784510139444
1970s,248,prec_breeding,Precipitation,Migratory strategy,0.12132902090488709,0.06942040288661608,0.05190861801827101
1970s,248,prec_breeding,Precipitation,Foraging guild,0.12132902090488709,0.019958606167229515,0.10137041473765758
1970s,248,hh,Land-use heterogeneity,Species thermal index,0.09629968741580819,0.09445642401749337,0.0018432633983148233
1970s,248,hh,Land-use heterogeneity,Migratory strategy,0.09629968741580819,0.06616229657611995,0.030137390839688236
1970s,248,hh,Land-use heterogeneity,Foraging guild,0.09629968741580819,0.06897399478032701,0.02732569263548118
1970s,248,perc_urban,Urban,Species thermal index,0.402124612608916,0.3716632887639782,0.030461323844937827
1970s,248,perc_urban,Urban,Migratory strategy,0.402124612608916,0.35083429799699933,0.05129031461191669
1970s,248,perc_urban,Urban,Foraging guild,0.402124612608916,0.10374694808473131,0.2983776645241847
1970s,248,perc_cropland,Cropland,Species thermal index,0.3316812120079392,0.3187762518387357,0.012904960169203505
1970s,248,perc_cropland,Cropland,Migratory strategy,0.3316812120079392,0.23713614990356802,0.09454506210437119
1970s,248,perc_cropland,Cropland,Foraging guild,0.3316812120079392,0.1341803257695883,0.1975008862383509
1970s,248,perc_pasture,Pasture,Species thermal index,0.23276425237160664,0.23330214122724574,-5.378888556391015e-4
1970s,248,perc_pasture,Pasture,Migratory strategy,0.23276425237160664,0.1707755064578024,0.06198874591380424
1970s,248,perc_pasture,Pasture,Foraging guild,0.23276425237160664,0.05888584566566473,0.1738784067059419
1970s,248,perc_forest,Forest,Species thermal index,0.22188852370125042,0.22042548814338986,0.0014630355578605647
1970s,248,perc_forest,Forest,Migratory strategy,0.22188852370125042,0.0972009675050586,0.12468755619619182
1970s,248,perc_forest,Forest,Foraging guild,0.22188852370125042,0.13601474915083736,0.08587377455041306
1970s,248,perc_grass_shrub,Grass/shrubland,Species thermal index,0.10190558299404096,0.11557370412739593,-0.013668121133354971
1970s,248,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.10190558299404096,0.07974667369253588,0.022158909301505075
1970s,248,perc_grass_shrub,Grass/shrubland,Foraging guild,0.10190558299404096,0.0021870762560945787,0.09971850673794638
1970s,249,tmean_breeding,Temperature,Species thermal index,0.16425967272957107,0.16228724534980957,0.001972427379761499
1970s,249,tmean_breeding,Temperature,Migratory strategy,0.16425967272957107,0.12507635610224277,0.039183316627328296
1970s,249,tmean_breeding,Temperature,Foraging guild,0.16425967272957107,0.020468852866677614,0.14379081986289344
1970s,249,prec_breeding,Precipitation,Species thermal index,0.08827632418087422,0.08249501841424504,0.005781305766629177
1970s,249,prec_breeding,Precipitation,Migratory strategy,0.08827632418087422,0.07990830743045343,0.008368016750420787
1970s,249,prec_breeding,Precipitation,Foraging guild,0.08827632418087422,0.007808183987067135,0.08046814019380709
1970s,249,hh,Land-use heterogeneity,Species thermal index,0.11976255573625542,0.10778516695327078,0.011977388782984641
1970s,249,hh,Land-use heterogeneity,Migratory strategy,0.11976255573625542,0.10293624107594969,0.016826314660305736
1970s,249,hh,Land-use heterogeneity,Foraging guild,0.11976255573625542,0.05045517158223319,0.06930738415402224
1970s,249,perc_urban,Urban,Species thermal index,0.2818076750480651,0.23188445325208995,0.04992322179597514
1970s,249,perc_urban,Urban,Migratory strategy,0.2818076750480651,0.2502470905509968,0.03156058449706828
1970s,249,perc_urban,Urban,Foraging guild,0.2818076750480651,0.11058876762253675,0.17121890742552834
1970s,249,perc_cropland,Cropland,Species thermal index,0.3828162046930129,0.3210680971964344,0.0617481074965785
1970s,249,perc_cropland,Cropland,Migratory strategy,0.3828162046930129,0.24446518694248692,0.138351017750526
1970s,249,perc_cropland,Cropland,Foraging guild,0.3828162046930129,0.2434358328379827,0.13938037185503022
1970s,249,perc_pasture,Pasture,Species thermal index,0.11548389100293027,0.11524251030987123,2.4138069305904009e-4
1970s,249,perc_pasture,Pasture,Migratory strategy,0.11548389100293027,0.09744325196924124,0.018040639033689035
1970s,249,perc_pasture,Pasture,Foraging guild,0.11548389100293027,7.839085872988779e-4,0.1146999824156314
1970s,249,perc_forest,Forest,Species thermal index,0.38322924459908647,0.3641455485190517,0.019083696080034795
1970s,249,perc_forest,Forest,Migratory strategy,0.38322924459908647,0.25135000721111067,0.1318792373879758
1970s,249,perc_forest,Forest,Foraging guild,0.38322924459908647,0.16584981341188237,0.2173794311872041
1970s,249,perc_grass_shrub,Grass/shrubland,Species thermal index,0.07910783233618257,0.09642395736569455,-0.017316125029511978
1970s,249,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.07910783233618257,0.07145910860056168,0.007648723735620894
1970s,249,perc_grass_shrub,Grass/shrubland,Foraging guild,0.07910783233618257,3.3478335578642236e-4,0.07877304898039615
1970s,250,tmean_breeding,Temperature,Species thermal index,0.2114081958012447,0.19760181818149491,0.013806377619749788
1970s,250,tmean_breeding,Temperature,Migratory strategy,0.2114081958012447,0.23517792109501562,-0.023769725293770916
1970s,250,tmean_breeding,Temperature,Foraging guild,0.2114081958012447,0.0013835630869226143,0.2100246327143221
1970s,250,prec_breeding,Precipitation,Species thermal index,0.10137919883113601,0.10143775515003238,-5.855631889636892e-5
1970s,250,prec_breeding,Precipitation,Migratory strategy,0.10137919883113601,0.05517715588087011,0.0462020429502659
1970s,250,prec_breeding,Precipitation,Foraging guild,0.10137919883113601,0.043825937799773236,0.057553261031362775
1970s,250,hh,Land-use heterogeneity,Species thermal index,0.17663757225422186,0.16375866511251225,0.012878907141709611
1970s,250,hh,Land-use heterogeneity,Migratory strategy,0.17663757225422186,0.18607199787656098,-0.009434425622339121
1970s,250,hh,Land-use heterogeneity,Foraging guild,0.17663757225422186,4.89348349029191e-5,0.17658863741931893
1970s,250,perc_urban,Urban,Species thermal index,0.42187791974365674,0.30863232475334135,0.11324559499031539
1970s,250,perc_urban,Urban,Migratory strategy,0.42187791974365674,0.37833096915999476,0.04354695058366198
1970s,250,perc_urban,Urban,Foraging guild,0.42187791974365674,0.18350127721528087,0.23837664252837587
1970s,250,perc_cropland,Cropland,Species thermal index,0.24977147600732977,0.12836876025638402,0.12140271575094574
1970s,250,perc_cropland,Cropland,Migratory strategy,0.24977147600732977,0.22847544069318185,0.02129603531414792
1970s,250,perc_cropland,Cropland,Foraging guild,0.24977147600732977,0.18746465775706864,0.06230681825026113
1970s,250,perc_pasture,Pasture,Species thermal index,0.18059836140078772,0.1782901236732226,0.00230823772756511
1970s,250,perc_pasture,Pasture,Migratory strategy,0.18059836140078772,0.15803468437430288,0.022563677026484846
1970s,250,perc_pasture,Pasture,Foraging guild,0.18059836140078772,0.03905245642540963,0.14154590497537808
1970s,250,perc_forest,Forest,Species thermal index,0.17647668451195933,0.17568665017744683,7.90034334512496e-4
1970s,250,perc_forest,Forest,Migratory strategy,0.17647668451195933,0.12795742811695968,0.048519256394999655
1970s,250,perc_forest,Forest,Foraging guild,0.17647668451195933,0.042235961506308484,0.13424072300565085
1970s,250,perc_grass_shrub,Grass/shrubland,Species thermal index,0.2497162071755351,0.24385154479749316,0.0058646623780419516
1970s,250,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.2497162071755351,0.22863098238414373,0.021085224791391383
1970s,250,perc_grass_shrub,Grass/shrubland,Foraging guild,0.2497162071755351,0.02504028923513739,0.2246759179403977
1970s,251,tmean_breeding,Temperature,Species thermal index,0.2067873388050769,0.2009809874725672,0.005806351332509702
1970s,251,tmean_breeding,Temperature,Migratory strategy,0.2067873388050769,0.1565471413507062,0.05024019745437072
1970s,251,tmean_breeding,Temperature,Foraging guild,0.2067873388050769,0.009517108931701929,0.19727022987337497
1970s,251,prec_breeding,Precipitation,Species thermal index,0.0297667908514419,0.019556075612395262,0.010210715239046639
1970s,251,prec_breeding,Precipitation,Migratory strategy,0.0297667908514419,0.024136978334166,0.005629812517275901
1970s,251,prec_breeding,Precipitation,Foraging guild,0.0297667908514419,0.03704751980583837,-0.007280728954396468
1970s,251,hh,Land-use heterogeneity,Species thermal index,0.09595076366393539,0.07833644352470995,0.01761432013922544
1970s,251,hh,Land-use heterogeneity,Migratory strategy,0.09595076366393539,0.0853389256741071,0.010611837989828288
1970s,251,hh,Land-use heterogeneity,Foraging guild,0.09595076366393539,0.043500492757514345,0.05245027090642104
1970s,251,perc_urban,Urban,Species thermal index,0.3761794091740706,0.37014930496869997,0.0060301042053706455
1970s,251,perc_urban,Urban,Migratory strategy,0.3761794091740706,0.23356343514305936,0.14261597403101126
1970s,251,perc_urban,Urban,Foraging guild,0.3761794091740706,0.0988633471553456,0.277316062018725
1970s,251,perc_cropland,Cropland,Species thermal index,0.24226721946283916,0.20678385270380722,0.03548336675903194
1970s,251,perc_cropland,Cropland,Migratory strategy,0.24226721946283916,0.17081997262945633,0.07144724683338283
1970s,251,perc_cropland,Cropland,Foraging guild,0.24226721946283916,0.1690401552692887,0.07322706419355046
1970s,251,perc_pasture,Pasture,Species thermal index,0.20986023496074793,0.20943660457204274,4.236303887051873e-4
1970s,251,perc_pasture,Pasture,Migratory strategy,0.20986023496074793,0.18440129693161925,0.025458938029128686
1970s,251,perc_pasture,Pasture,Foraging guild,0.20986023496074793,0.03534690006843896,0.17451333489230897
1970s,251,perc_forest,Forest,Species thermal index,0.3310210776982276,0.341169546634928,-0.010148468936700406
1970s,251,perc_forest,Forest,Migratory strategy,0.3310210776982276,0.26997158098644347,0.06104949671178411
1970s,251,perc_forest,Forest,Foraging guild,0.3310210776982276,0.056173184671200256,0.27484789302702733
1970s,251,perc_grass_shrub,Grass/shrubland,Species thermal index,0.1512046877622782,0.1358681871077012,0.015336500654576979
1970s,251,perc_grass_shrub,Grass/shrubland,Migratory strategy,0.1512046877622782,0.15277034246480165,-0.0015656547025234557
1970s,251,perc_grass_shrub,Grass/shrubland,Foraging guild,0.1512046877622782,0.004988188690050413,0.14621649907222778
1970s,252,tmean_breeding,Temperature,Species thermal index,0.19510979226187083,0.2000121166321968,-0.004902324370325978
1970s,252,tmean_breeding,Temperature,Migratory strategy,0.19510979226187083,0.18078317127187782,0.014326620989993016
1970s,252,tmean_breeding,Temperature,Foraging guild,0.19510979226187083,9.633499973587773e-4,0.19414644226451205
1970s,252,prec_breeding,Precipitation,Species thermal index,0.058168451830719614,0.05845428942827915,-2.858375975595337e-4
1970s,252,prec_breeding,Precipitation,Migratory strategy,0.058168451830719614,0.04704495582159607,0.011123496009123546
1970s,252,prec_breeding,Precipitation,Foraging guild,0.058168451830719614,0.007094809945403537,0.05107364188531607
1970s,252,hh,Land-use heterogeneity,Species thermal index,7.672898809778794e-4,0.00596313173651509,-0.005195841855537211
1970s,252,hh,Land-use heterogeneity,Migratory strategy,7.672898809778794e-4,0.006161640000974951,-0.005394350119997072
1970s,252,hh,Land-use heterogeneity,Foraging guild,7.672898809778794e-4,0.09055020356302737,-0.08978291368204949
1970s,252,perc_urban,Urban,Species thermal index,0.28193310975443603,0.17170598952073632,0.11022712023369971
1970s,252,perc_urban,Urban,Migratory strategy,0.28193310975443603,0.23347655615077215,0.04845655360366388
1970s,252,perc_urban,Urban,Foraging guild,0.28193310975443603,0.18608375632226445,0.09584935343217157
1970s,252,perc_cropland,Cropland,Species thermal index,0.24282086872340322,0.17274192503944688,0.07007894368395634
1970s,252,perc_cropland,Cropland,Migratory strategy,0.24282086872340322,0.12286267886885148,0.11995818985455174
1970s,252,perc_cropland,Cropland,Foraging guild,0.24282086872340322,0.22784664967714358,0.014974219046259646
1970s,252,perc_pasture,Pasture,Species thermal index,0.052825547099266575,0.052849506231857704,-2.395913259112953e-5
1970s,252,perc_pasture,Pasture,Migratory strategy,0.052825547099266575,0.03883588260405782,0.013989664495208755
1970s,252,perc_pasture,Pasture,Foraging guild,0.052825547099266575,0.027011574323550967,0.025813972775715607
1970s,252,perc_forest,Forest,Species thermal index,0.2843830405807818,0.28914632100457915,-0.004763280423797367
1970s,252,perc_forest,Forest,Migratory strategy,0.2843830405807818,0.17974589758068196,0.10463714300009982
1970s,252,perc_forest,Forest,Foraging guild,0.2843830405807818,0.09122391064677332,0.19315912993400847
1970s,252,perc_grass_shrub,Grass/shrubland,Species thermal index,0.18079887518091384,0.17506020299578223,0.005738672185131605
